DBN,School Name,School Pupil-Teacher Ratio
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,17.3
25Q525,TOWNSEND HARRIS HIGH SCHOOL,21
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,21.3
28Q505,HILLCREST HIGH SCHOOL,19.4
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,18.8
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,17
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,16.8
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",10
26Q495,BAYSIDE HIGH SCHOOL,20.3
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",8
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",18.6
24Q485,GROVER CLEVELAND HIGH SCHOOL,16.9
27Q480,JOHN ADAMS HIGH SCHOOL,13.2
27Q475,RICHMOND HILL HIGH SCHOOL,14.5
25Q460,FLUSHING HIGH SCHOOL,14.1
24Q455,NEWTOWN HIGH SCHOOL,17.1
30Q450,LONG ISLAND CITY HIGH SCHOOL,15.5
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,17.9
28Q440,FOREST HILLS HIGH SCHOOL,21
26Q435,MARTIN VAN BUREN HIGH SCHOOL,17.1
26Q430,FRANCIS LEWIS HIGH SCHOOL,18.4
25Q425,JOHN BOWNE HIGH SCHOOL,18.5
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,24.4
27Q400,AUGUST MARTIN HIGH SCHOOL,11
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,13.8
28Q350,JAMAICA GATEWAY TO THE SCIENCES,16.8
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,13.5
27Q334,EPIC HIGH SCHOOL - NORTH,17.3
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,13.2
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,13
29Q326,CAMBRIA HEIGHTS ACADEMY,13.4
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,16.5
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,14.2
27Q323,SCHOLARS' ACADEMY,20.2
27Q319,VILLAGE ACADEMY,11
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,14.6
27Q314,EPIC HIGH SCHOOL - SOUTH,15.8
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,11.1
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,13.8
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,12.8
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,17.6
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",15.1
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,16.4
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,17.6
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,12.1
24Q293,CIVIC LEADERSHIP ACADEMY,15.2
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",15.8
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,15.7
28Q284,YORK EARLY COLLEGE ACADEMY,17.2
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,18.6
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11.9
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,18.2
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,17.4
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,17.2
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,19.6
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,17.7
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,13.8
27Q261,VOYAGES PREP - SOUTH QUEENS,16.3
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,15.6
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,18.1
30Q258,ENERGY TECH HIGH SCHOOL,12.5
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",12.8
29Q248,QUEENS PREPARATORY ACADEMY,15.5
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,12.1
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,13.2
25Q240,VERITAS ACADEMY,16.4
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,13.3
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,12.6
28Q157,J.H.S. 157 STEPHEN A. HALSEY,20
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,12.2
03M859,SPECIAL MUSIC SCHOOL,14
01M696,BARD HIGH SCHOOL EARLY COLLEGE,17.5
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",15.9
05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,8
04M680,"HERITAGE SCHOOL, THE",13.3
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,15.4
02M655,LIFE SCIENCES SECONDARY SCHOOL,14.4
01M650,CASCADES HIGH SCHOOL,18.6
02M630,ART AND DESIGN HIGH SCHOOL,15.4
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,7.2
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,13.2
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,15.6
02M605,HUMANITIES PREPARATORY ACADEMY,14.1
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,17.9
02M586,HARVEY MILK HIGH SCHOOL,7.7
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,15.3
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,18.4
02M560,HIGH SCHOOL M560 - CITY AS SCHOOL,17.1
04M555,CENTRAL PARK EAST HIGH SCHOOL,16.2
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,17.1
02M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,11.6
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,17.4
02M546,ACADEMY FOR SOFTWARE ENGINEERING,12.8
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,16.6
02M544,INDEPENDENCE HIGH SCHOOL,17.7
02M543,NEW DESIGN HIGH SCHOOL,11.5
02M542,MANHATTAN BRIDGES HIGH SCHOOL,16.3
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,17.4
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,18.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",19
02M534,HARVEST COLLEGIATE HIGH SCHOOL,12.6
02M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,13.7
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,17.8
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,15.8
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,14.1
02M519,TALENT UNLIMITED HIGH SCHOOL,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,16.9
01M509,MARTA VALLE HIGH SCHOOL,10.9
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,14.1
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,13.6
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,19.5
05M499,FREDERICK DOUGLASS ACADEMY,16.2
04M495,PARK EAST HIGH SCHOOL,13.8
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,16.5
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",14
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,19.1
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,20
03M479,BEACON HIGH SCHOOL,21.7
02M475,STUYVESANT HIGH SCHOOL,21
05M469,CHOIR ACADEMY OF HARLEM,4.7
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,12.1
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,16.7
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,15.9
06M462,THE COLLEGE ACADEMY,19.3
01M458,FORSYTH SATELLITE ACADEMY,16.9
01M450,EAST SIDE COMMUNITY SCHOOL,14.5
02M449,VANGUARD HIGH SCHOOL,13.9
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,13.5
02M439,MANHATTAN VILLAGE ACADEMY,16.6
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,12.7
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,14.3
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,21.8
02M432,MURRAY HILL ACADEMY,11.3
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,12.1
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,15.1
06M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,10.5
02M422,QUEST TO LEARN,12.4
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,19
02M419,LANDMARK HIGH SCHOOL,14.3
02M418,MILLENNIUM HIGH SCHOOL,17.2
03M417,FRANK MCCOURT HIGH SCHOOL,14.4
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,16.7
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,10.1
02M414,N.Y.C. MUSEUM SCHOOL,16.8
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,16.2
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,13.8
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,16.7
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,12.2
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,21.4
03M404,INNOVATION DIPLOMA PLUS,16.6
03M403,THE GLOBAL LEARNING COLLABORATIVE,13.3
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,11
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,17.9
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,14.5
02M394,EMMA LAZARUS HIGH SCHOOL,17.4
02M393,BUSINESS OF SPORTS SCHOOL,12.3
02M392,MANHATTAN BUSINESS ACADEMY,13.8
04M377,RENAISSANCE SCHOOL OF THE ARTS,9.9
02M376,NYC ISCHOOL,16.3
02M374,GRAMERCY ARTS HIGH SCHOOL,14.8
04M372,ESPERANZA PREPARATORY ACADEMY,10.1
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,13.7
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,11.3
05M362,COLUMBIA SECONDARY SCHOOL,16.8
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,13.5
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,13
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",16.3
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",14.9
02M308,LOWER MANHATTAN ARTS ACADEMY,13.4
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",15
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",13.3
05M304,MOTT HALL HIGH SCHOOL,19.2
02M303,"FACING HISTORY SCHOOL, THE",12.1
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",14.9
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",14.3
02M298,PACE HIGH SCHOOL,15.7
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,14.7
02M294,ESSEX STREET ACADEMY,13.8
06M293,CITY COLLEGE ACADEMY OF THE ARTS,15.7
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,8.9
02M288,FOOD AND FINANCE HIGH SCHOOL,14.1
05M285,HARLEM RENAISSANCE HIGH SCHOOL,13.3
02M282,URBAN ASSEMBLY MAKER ACADEMY,13
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,13.1
02M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,15.8
06M211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,11.9
05M157,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,11.2
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,10.2
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,10.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,10.6
16K765,NELSON MANDELA HIGH SCHOOL,13.8
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,12.8
17K751,ACADEMY FOR HEALTH CAREERS,11.8
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,14
21K728,LIBERATION DIPLOMA PLUS,19.7
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,14.6
23K697,TEACHERS PREPARATORY HIGH SCHOOL,13.1
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,16.9
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,10.2
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,16.3
15K684,MILLENNIUM BROOKLYN HS,10
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PEFORMERS",15.6
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",16
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,22.5
13K670,BENJAMIN BANNEKER ACADEMY,21.8
16K669,RESEARCH AND SERVICE HIGH SCHOOL,17.3
15K667,SUNSET PARK HIGH SCHOOL,11.8
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,9.7
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,16.3
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,12.8
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,13.7
23K644,EAGLE ACADEMY FOR YOUNG MEN II,15.9
23K643,BROOKLYN DEMOCRACY ACADEMY,13.9
18K642,URBAN ACTION ACADEMY,13
19K639,BROOKLYN LAB SCHOOL,14.3
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,12.4
18K635,OLYMPUS ACADEMY,10.1
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,15.4
14K632,FRANCES PERKINS ACADEMY,8.4
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,11.5
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,13.3
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,15.9
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,10.1
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,12.5
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,14.9
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,14.3
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,12.5
22K611,ORIGINS HIGH SCHOOL,14.4
14K610,AUTOMOTIVE HIGH SCHOOL,11.2
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,13
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,17.8
17K600,CLARA BARTON HIGH SCHOOL,15.2
13K595,BEDFORD ACADEMY HIGH SCHOOL,18.7
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,11.8
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,10
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,20.4
18K589,ARTS & MEDIA PREPARATORY ACADEMY,12.8
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,17.7
14K586,LYONS COMMUNITY SCHOOL,11.4
19K583,MULTICULTURAL HIGH SCHOOL,11.3
18K578,BROOKLYN BRIDGE ACADEMY,16.2
18K576,VICTORY COLLEGIATE HIGH SCHOOL,14.1
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,14
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,12
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,13.8
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,11.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,19
18K566,BROOKLYN GENERATION SCHOOL,11.1
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,14.7
18K563,IT TAKES A VILLAGE ACADEMY,13.8
14K561,WILLIAMSBURG PREPARATORY SCHOOL,17.2
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,15
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,15.4
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,11.4
22K555,BROOKLYN COLLEGE ACADEMY,21
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,22.4
13K553,BROOKLYN ACADEMY HIGH SCHOOL,14.7
32K552,ACADEMY OF URBAN PLANNING,11.5
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,12.5
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,14
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,13.7
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,17.7
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,15
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",18.4
21K540,JOHN DEWEY HIGH SCHOOL,17.7
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,18.4
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,20.2
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,18.7
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,10.6
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",15.7
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,12.9
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,16.6
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,13
21K525,EDWARD R. MURROW HIGH SCHOOL,19.2
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,13.5
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,16.7
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,13.1
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,13.2
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,15.3
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,15.9
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,14.5
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,15.5
13K499,ACORN COMMUNITY HIGH SCHOOL,12.7
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,19.2
15K497,SCHOOL FOR INTERNATIONAL STUDIES,14.4
22K495,SHEEPSHEAD BAY HIGH SCHOOL,8.4
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,13.5
20K490,FORT HAMILTON HIGH SCHOOL,21.4
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,15.7
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,15
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,16.7
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,14.8
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",15.6
14K477,SCHOOL FOR LEGAL STUDIES,14.1
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,15.4
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,14.7
15K464,PARK SLOPE COLLEGIATE,14.4
15K463,SECONDARY SCHOOL FOR JOURNALISM,12.9
15K462,SECONDARY SCHOOL FOR LAW,13.8
16K455,BOYS AND GIRLS HIGH SCHOOL,10.4
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,12
14K449,"BROOKLYN LATIN SCHOOL, THE",14.7
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,11.2
20K445,NEW UTRECHT HIGH SCHOOL,18.6
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,16.1
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,22.1
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,10.7
22K425,JAMES MADISON HIGH SCHOOL,20.6
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,7.4
19K422,SPRING CREEK COMMUNITY SCHOOL,11.7
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",15.7
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",13.8
21K410,ABRAHAM LINCOLN HIGH SCHOOL,16.9
19K409,EAST NEW YORK FAMILY ACADEMY,14.4
17K408,ACADEMY OF HOSPITALITY AND TOURISM,11.5
22K405,MIDWOOD HIGH SCHOOL,23.8
19K404,ACADEMY FOR YOUNG WRITERS,14
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,10.6
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,6.7
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,14.7
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,7.5
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,14.9
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,14.9
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,16.6
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,15.2
14K322,FOUNDATIONS ACADEMY,5.5
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13.6
20K227,J.H.S. 227 EDWARD B. SHALLOW,16.6
20K223,J.H.S. 223 THE MONTAUK,14.9
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,13.6
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),19.8
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,10.7
18K068,I.S. 068 ISAAC BILDERSEE,10.2
